Course ID,Discipline,Course Name,SME Name,Institute,"
Co-ordinating Institute",Duration,Type of course,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,UG/PG,Core/Elective,FDP,Applicable NPTEL Domain,Click here to Join the course,Current course ID,Old course URL,Old Course ID,Course ID,NPTEL URL
noc25-ce22,Civil Engineering,Free Surface Flows,Prof. Mohammad Saud Afzal,IIT Kharagpur,IIT Kharagpur,12 Weeks,New,20 01 2025,11 04 2025,27 04 2025,27 01 2025,14 02 2025,UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce22/preview,noc25_ce22,,,,
noc25-ce23,Civil Engineering,Geographic Information Systems,Prof. A. K. Saraf,IIT Roorkee,IIT Roorkee,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,Environment,https://onlinecourses.nptel.ac.in/noc25_ce23/preview,noc25_ce23,https://onlinecourses.nptel.ac.in/noc24_ce14/preview,https://onlinecourses.nptel.ac.in/noc24_ce14/preview,noc24_ce14,
noc25-ce24,Civil Engineering,Geology and Soil Mechanics,Prof. Priyanka Ghosh,IIT Kanpur,IIT Kanpur,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce24/preview,noc25_ce24,https://onlinecourses.nptel.ac.in/noc24_ce15/preview,https://onlinecourses.nptel.ac.in/noc24_ce15/preview,noc24_ce15,
noc25-ce26,Civil Engineering,Geomorphology,Prof. Pitambar Pati,IIT Roorkee,IIT Roorkee,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce26/preview,noc25_ce26,https://onlinecourses.nptel.ac.in/noc24_ce16/preview,https://onlinecourses.nptel.ac.in/noc24_ce16/preview,noc24_ce16,
noc25-ce28,Civil Engineering,Geosynthetics and Reinforced Soil Structures,Prof. K.Rajagopal,IIT Madras,IIT Madras,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce28/preview,noc25_ce28,https://onlinecourses.nptel.ac.in/noc24_ce63/preview,https://onlinecourses.nptel.ac.in/noc24_ce63/preview,noc24_ce63,
noc25-ce29,Civil Engineering,Geotechnical Engineering - 1,Prof. D. N. Singh,IIT Bombay,IIT Bombay,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG,Core,No,,https://onlinecourses.nptel.ac.in/noc25_ce29/preview,noc25_ce29,https://onlinecourses.nptel.ac.in/noc24_ce18/preview,https://onlinecourses.nptel.ac.in/noc24_ce18/preview,noc24_ce18,
noc25-ce30,Civil Engineering,Geotechnical Engineering II Foundation Engineering,Prof. Dilip Kumar Baidya,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG,Core,No,,https://onlinecourses.nptel.ac.in/noc25_ce30/preview,noc25_ce30,https://onlinecourses.nptel.ac.in/noc24_ce19/preview,https://onlinecourses.nptel.ac.in/noc24_ce19/preview,noc24_ce19,
noc25-ce31,Civil Engineering,GPS Surveying,"Prof. J. K. Ghosh (late)
Prof. Ajanta Goswami",IIT Roorkee,IIT Roorkee,4 Weeks,Rerun,20 01 2025,14 02 2025,23 03 2025,27 01 2025,14 02 2025,UG,Core,No,,https://onlinecourses.nptel.ac.in/noc25_ce31/preview,noc25_ce31,https://onlinecourses.nptel.ac.in/noc23_ce93/preview,https://onlinecourses.nptel.ac.in/noc23_ce93/preview,noc23_ce93,
noc25-ce32,Civil Engineering,Hydraulic Engineering,Prof. Mohammad Saud Afzal,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG,Core,No,,https://onlinecourses.nptel.ac.in/noc25_ce32/preview,noc25_ce32,https://onlinecourses.nptel.ac.in/noc24_ce20/preview,https://onlinecourses.nptel.ac.in/noc24_ce20/preview,noc24_ce20,
noc25-ce33,Civil Engineering,Industrial Wastewater Treatment,Prof Alok Sinha Prof S K Gupta,IIT-ISM Dhanbad,IIT Kharagpur,12 weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce33/preview,noc25_ce33,https://onlinecourses.nptel.ac.in/noc24_ce53/preview,https://onlinecourses.nptel.ac.in/noc24_ce53/preview,noc24_ce53,
noc25-ce34,Civil Engineering,Introduction to Accounting and Finance for Civil Engineers,"Prof. K. N. Jha
Prof. Sudhir Misra",IIT Kanpur,IIT Kanpur,8 Weeks,Rerun,20 01 2025,14 03 2025,22 03 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce34/preview,noc25_ce34,https://onlinecourses.nptel.ac.in/noc24_ce21/preview,https://onlinecourses.nptel.ac.in/noc24_ce21/preview,noc24_ce21,
noc25-ce35,Civil Engineering,Introduction to Civil Engineering Profession,"Prof. Ravindra Gettu
Prof. Koshy Varghese",IIT Madras,IIT Madras,8 Weeks,Rerun,20 01 2025,14 03 2025,22 03 2025,27 01 2025,14 02 2025,UG,Core,No,,https://onlinecourses.nptel.ac.in/noc25_ce35/preview,noc25_ce35,https://onlinecourses.nptel.ac.in/noc24_ce45/preview,https://onlinecourses.nptel.ac.in/noc24_ce45/preview,noc24_ce45,
noc25-ce36,Civil Engineering,Introduction to Lean Construction (Module 1 - Lean Basics),"Prof. Koshy Varghese
Prof. N Raghavan",IIT Madras,IIT Madras,4 Weeks,Rerun,20 01 2025,14 02 2025,22 03 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce36/preview,noc25_ce36,https://onlinecourses.nptel.ac.in/noc24_ce43/preview,https://onlinecourses.nptel.ac.in/noc24_ce43/preview,noc24_ce43,
noc25-ce38,Civil Engineering,Maintenance and Repair of Concrete Structures,Prof. Radhakrishna G. Pillai,IIT Madras,IIT Madras,12 Weeks,Rerun,20 01 2025,11 04 2025,3 05 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,Construction Materials Technology,https://onlinecourses.nptel.ac.in/noc25_ce38/preview,noc25_ce38,https://onlinecourses.nptel.ac.in/noc24_ce22/preview,https://onlinecourses.nptel.ac.in/noc24_ce22/preview,noc24_ce22,
noc25-ce39,Civil Engineering,Mechanical Characterization of Bituminous Materials,"Prof. M. R. Nivitha (MRN)
Prof. Neethu Roy(NR)
Prof. A. Padmarekha(APR)
Prof. J. Murali Krishnan(JMK)","PSG Tech., Coimbatore
  MBCET, Trivandrum 
  SRM IST, Kattankulathur
  IIT Madras",IIT Madras,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce39/preview,noc25_ce39,https://onlinecourses.nptel.ac.in/noc24_ce23/preview,https://onlinecourses.nptel.ac.in/noc24_ce23/preview,noc24_ce23,
noc25-ce40,Civil Engineering,Microwave Remote Sensing in Hydrology,Prof. J. Indu,IIT Bombay,IIT Bombay,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,PG,Elective,Yes,Environment,https://onlinecourses.nptel.ac.in/noc25_ce40/preview,noc25_ce40,https://onlinecourses.nptel.ac.in/noc24_ce24/preview,https://onlinecourses.nptel.ac.in/noc24_ce24/preview,noc24_ce24,
noc25-ce41,Civil Engineering,Modern Construction Materials,"Prof. Ravindra Gettu
Prof. Aslam Kunhi Mohamed",IIT Madras,IIT Madras,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Core,Yes,Construction Materials Technology,https://onlinecourses.nptel.ac.in/noc25_ce41/preview,noc25_ce41,https://onlinecourses.nptel.ac.in/noc24_ce44/preview,https://onlinecourses.nptel.ac.in/noc24_ce44/preview,noc24_ce44,
noc25-ce45,Civil Engineering,Plastic Waste Management,Prof. Brajesh Kumar Dubey,IIT Kharagpur,IIT Kharagpur,8 Weeks,Rerun,20 01 2025,14 03 2025,22 03 2025,27 01 2025,14 02 2025,PG,Elective,Yes,Environment,https://onlinecourses.nptel.ac.in/noc25_ce45/preview,noc25_ce45,https://onlinecourses.nptel.ac.in/noc24_ce25/preview,https://onlinecourses.nptel.ac.in/noc24_ce25/preview,noc24_ce25,
noc25-ce46,Civil Engineering,Remote Sensing and GIS for Rural Development,Prof. Pennan Chinnasamy,IIT Bombay,IIT Bombay,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce46/preview,noc25_ce46,https://onlinecourses.nptel.ac.in/noc24_ce48/preview,https://onlinecourses.nptel.ac.in/noc24_ce48/preview,noc24_ce48,
noc25-ce47,Civil Engineering,Remote Sensing Essentials,Prof. A. K. Saraf,IIT Roorkee,IIT Roorkee,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce47/preview,noc25_ce47,https://onlinecourses.nptel.ac.in/noc24_ce26/preview,https://onlinecourses.nptel.ac.in/noc24_ce26/preview,noc24_ce26,
noc25-ce49,Civil Engineering,Retrofitting and Rehabilitation of Civil Infrastructure,"Prof. Swati Maitra
Prof. Sriman Bhattacharya",IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,3 05 2025,27 01 2025,14 02 2025,PG,Elective,Yes,Structural Design,https://onlinecourses.nptel.ac.in/noc25_ce49/preview,noc25_ce49,https://onlinecourses.nptel.ac.in/noc24_ce27/preview,https://onlinecourses.nptel.ac.in/noc24_ce27/preview,noc24_ce27,
noc25-ce50,Civil Engineering,Rock Engineering,Prof. Priti Maheshwari,IIT Roorkee,IIT Roorkee,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce50/preview,noc25_ce50,https://onlinecourses.nptel.ac.in/noc24_ce28/preview,https://onlinecourses.nptel.ac.in/noc24_ce28/preview,noc24_ce28,
noc25-ce51,Civil Engineering,Soil Dynamics,Prof. Paramita Bhattacharya,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce51/preview,noc25_ce51,https://onlinecourses.nptel.ac.in/noc24_ce29/preview,https://onlinecourses.nptel.ac.in/noc24_ce29/preview,noc24_ce29,
noc25-ce52,Civil Engineering,Soil Structure Interaction,Prof. Kousik Deb,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,3 05 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,Structural Analysis,https://onlinecourses.nptel.ac.in/noc25_ce52/preview,noc25_ce52,https://onlinecourses.nptel.ac.in/noc24_ce30/preview,https://onlinecourses.nptel.ac.in/noc24_ce30/preview,noc24_ce30,
noc25-ce53,Civil Engineering,Stability Aspects of Structural Steel Design: Concepts and Applications,Prof. Mahendrakumar Madhavan,IIT Hyderabad,IIT Madras,12 Weeks,New,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,PG,Core,Yes,Structural Design,https://onlinecourses.nptel.ac.in/noc25_ce53/preview,noc25_ce53,,,,
noc25-ce54,Civil Engineering,Structural Analysis-I,Prof. Amit Shaw,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG,Core,No,"Structural Analysis
Structural Design",https://onlinecourses.nptel.ac.in/noc25_ce54/preview,noc25_ce54,https://onlinecourses.nptel.ac.in/noc24_ce31/preview,https://onlinecourses.nptel.ac.in/noc24_ce31/preview,noc24_ce31,
noc25-ce55,Civil Engineering,Structural Dynamics,Prof. Ramancharala Pradeep Kumar,IIIT Hyderabad,IIT Madras,12 Weeks,Rerun,20 01 2025,11 04 2025,27 04 2025,27 01 2025,14 02 2025,UG,Core,No,Structural Analysis,https://onlinecourses.nptel.ac.in/noc25_ce55/preview,noc25_ce55,https://onlinecourses.nptel.ac.in/noc24_ce32/preview,https://onlinecourses.nptel.ac.in/noc24_ce32/preview,noc24_ce32,
noc25-ce56,Civil Engineering,Structural Vibration,Prof. Arunasis Chakraborty,IIT Guwahati,IIT Guwahati,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce56/preview,noc25_ce56,https://onlinecourses.nptel.ac.in/noc24_ce33/preview,https://onlinecourses.nptel.ac.in/noc24_ce33/preview,noc24_ce33,
noc25-ce57,Civil Engineering,Surface Water Hydrology,Prof. Rajib Maity,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG,Core,No,,https://onlinecourses.nptel.ac.in/noc25_ce57/preview,noc25_ce57,https://onlinecourses.nptel.ac.in/noc24_ce34/preview,https://onlinecourses.nptel.ac.in/noc24_ce34/preview,noc24_ce34,
noc25-ce58,Civil Engineering,Sustainable Engineering Concepts and Life Cycle Analysis,Prof. Brajesh Kumar Dubey,IIT Kharagpur,IIT Kharagpur,8 Weeks,Rerun,20 01 2025,14 03 2025,22 03 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,Environment,https://onlinecourses.nptel.ac.in/noc25_ce58/preview,noc25_ce58,https://onlinecourses.nptel.ac.in/noc24_ce61/preview,https://onlinecourses.nptel.ac.in/noc24_ce61/preview,noc24_ce61,
noc25-ce60,Civil Engineering,Traffic Engineering,Prof. Bhargab Maitra,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce60/preview,noc25_ce60,https://onlinecourses.nptel.ac.in/noc24_ce35/preview,https://onlinecourses.nptel.ac.in/noc24_ce35/preview,noc24_ce35,
noc25-ce61,Civil Engineering,Unsaturated Soil Mechanics,Prof. Tadikonda Venkata Bharat,IIT Guwahati,IIT Guwahati,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce61/preview,noc25_ce61,https://onlinecourses.nptel.ac.in/noc24_ce36/preview,https://onlinecourses.nptel.ac.in/noc24_ce36/preview,noc24_ce36,
noc25-ce62,Civil Engineering,Urban Transportation Systems Planning,Prof. Bhargab Maitra,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce62/preview,noc25_ce62,https://onlinecourses.nptel.ac.in/noc24_ce37/preview,https://onlinecourses.nptel.ac.in/noc24_ce37/preview,noc24_ce37,
noc25-ce63,Civil Engineering,Water and Waste Water Treatment,Prof. Bhanu Prakash Vellanki,IIT Roorkee,IIT Roorkee,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG,Core,No,Environment,https://onlinecourses.nptel.ac.in/noc25_ce63/preview,noc25_ce63,https://onlinecourses.nptel.ac.in/noc24_ce39/preview,https://onlinecourses.nptel.ac.in/noc24_ce39/preview,noc24_ce39,
noc25-ce64,Civil Engineering,Advanced Topics in Science and Technology of Concrete,"Prof. Manu Santhanam
Prof. Ravindra Gettu",IIT Madras,IIT Madras,4 Weeks,Rerun,17 02 2025,14 03 2025,26 04 2025,17 02 2025,24 02 2025,PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce64/preview,noc25_ce64,https://onlinecourses.nptel.ac.in/noc24_ce54/preview,https://onlinecourses.nptel.ac.in/noc24_ce54/preview,noc24_ce54,
noc25-ce65,Civil Engineering,Design of Connections in Steel Structures,Prof. Anil Agarwal,IIT Hyderabad,IIT Madras,4 Weeks,Rerun,17 02 2025,14 03 2025,26 04 2025,17 02 2025,24 02 2025,PG,Core,Yes,Structural Design,https://onlinecourses.nptel.ac.in/noc25_ce65/preview,noc25_ce65,https://onlinecourses.nptel.ac.in/noc23_ce58/preview,https://onlinecourses.nptel.ac.in/noc23_ce58/preview,noc23_ce58,
noc25-ce69,Civil Engineering,Structural Dynamics for Civil Engineers - SDOF Systems,Prof. Riya Catherine George,IIT Kanpur,IIT Kanpur,4 Weeks,Rerun,17 02 2025,14 03 2025,26 04 2025,17 02 2025,24 02 2025,UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce69/preview,noc25_ce69,https://onlinecourses.nptel.ac.in/noc19_ce27/preview,https://onlinecourses.nptel.ac.in/noc19_ce27/preview,noc19_ce27,
noc25-ce70,Civil Engineering,निर्माण प्रबंधन (Construction Management) के सिद्धांत [Nirman prabandhan (Construction Management) ke Siddhant],Prof. Sudhir Misra,IIT Kanpur,IIT Kanpur,8 Weeks,Rerun,17 02 2025,11 04 2025,26 04 2025,17 02 2025,24 02 2025,UG,Core,No,,https://onlinecourses.nptel.ac.in/noc25_ce70/preview,noc25_ce70,https://onlinecourses.nptel.ac.in/noc24_ce41/preview,https://onlinecourses.nptel.ac.in/noc24_ce41/preview,noc24_ce41,
noc25-ce66,Civil Engineering/ Mechanical Engineering/ Environmental Sciences,Environmental Fluid Mechanics,Prof. Chunendra K Sahu,IIT Kanpur,IIT Kanpur,8 Weeks,New,17 02 2025,11 04 2025,26 04 2025,17 02 2025,24 02 2025,PG,Elective ,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce66/preview,noc25_ce66,,,,
noc25-ce27,Civil Engineering/Geology/Engineering Geology,Geophysical Exploration Methods,Prof. Elango Lakshmanan,IIT Madras,IIT Madras,12 Weeks,New,20 01 2025,11 04 2025,27 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_ce27/preview,noc25_ce27,,,,
noc25-cs76,Computer Science,Large Applications Practicum,Prof. Varun Dutt,IIT Mandi,IIT Madras,4 Weeks,New,17 02 2025,14 03 2025,26 04 2025,17 02 2025,24 02 2025,UG,Core,No,Programming,https://onlinecourses.nptel.ac.in/noc25_cs76/preview,noc25_cs76,,,,
noc25-cs01,Computer Science and Engineering,Advanced Computer Architecture,Prof. Smruti R.Sarangi,IIT Delhi,IIT Delhi,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,PG,Elective,Yes,Systems,https://onlinecourses.nptel.ac.in/noc25_cs01/preview,noc25_cs01,https://onlinecourses.nptel.ac.in/noc24_cs06/preview,https://onlinecourses.nptel.ac.in/noc24_cs06/preview,noc24_cs06,
noc25-cs02,Computer Science and Engineering,Advanced Computer Networks,"Prof. Neminath Hubballi
Prof. Sameer Kulkarni","IIT Indore
 IIT Gandhi Nagar",IIT Madras,12 Weeks,Rerun,20 01 2025,11 04 2025,27 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_cs02/preview,noc25_cs02,https://onlinecourses.nptel.ac.in/noc24_cs11/preview,https://onlinecourses.nptel.ac.in/noc24_cs11/preview,noc24_cs11,
noc25-cs03,Computer Science and Engineering,Advanced Graph Theory,Prof. Rajiv Misra,IIT Patna,IIT Kanpur,8 Weeks,Rerun,20 01 2025,14 03 2025,22 03 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_cs03/preview,noc25_cs03,https://onlinecourses.nptel.ac.in/noc23_cs26/preview,https://onlinecourses.nptel.ac.in/noc23_cs26/preview,noc23_cs26,
noc25-cs04,Computer Science and Engineering,Affective Computing,"Prof. Jainendra Shukla
Prof. Abhinav Dhall",IIIT Delhi,IIT Madras,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,Artificial Intelligence,https://onlinecourses.nptel.ac.in/noc25_cs04/preview,noc25_cs04,https://onlinecourses.nptel.ac.in/noc24_cs12/preview,https://onlinecourses.nptel.ac.in/noc24_cs12/preview,noc24_cs12,
noc25-cs05,Computer Science and Engineering,AI:Constraint Satisfaction,Prof. Deepak Khemani,IIT Madras,IIT Madras,8 Weeks,Rerun,20 01 2025,14 03 2025,22 03 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,Artificial Intelligence,https://onlinecourses.nptel.ac.in/noc25_cs05/preview,noc25_cs05,https://onlinecourses.nptel.ac.in/noc24_cs13/preview,https://onlinecourses.nptel.ac.in/noc24_cs13/preview,noc24_cs13,
noc25-cs07,Computer Science and Engineering,Artificial Intelligence: Knowledge Representation And Reasoning,Prof. Deepak Khemani,IIT Madras,IIT Madras,12 Weeks,Rerun,20 01 2025,11 04 2025,3 05 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,"Artificial Intelligence
Data Science",https://onlinecourses.nptel.ac.in/noc25_cs07/preview,noc25_cs07,https://onlinecourses.nptel.ac.in/noc24_cs14/preview,https://onlinecourses.nptel.ac.in/noc24_cs14/preview,noc24_cs14,
noc25-cs08,Computer Science and Engineering,Blockchain and its Applications,"Prof. Sandip Chakraborty
Prof. Shamik Sural",IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,27 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,Cyber Security,https://onlinecourses.nptel.ac.in/noc25_cs08/preview,noc25_cs08,https://onlinecourses.nptel.ac.in/noc24_cs15/preview,https://onlinecourses.nptel.ac.in/noc24_cs15/preview,noc24_cs15,
noc25-cs09,Computer Science and Engineering,Business Intelligence & Analytics,Prof. Saji K Mathew,IIT Madras,IIT Madras,12 Weeks,Rerun,20 01 2025,11 04 2025,27 04 2025,27 01 2025,14 02 2025,PG,Elective,Yes,Data Science,https://onlinecourses.nptel.ac.in/noc25_cs09/preview,noc25_cs09,https://onlinecourses.nptel.ac.in/noc24_cs65/preview,https://onlinecourses.nptel.ac.in/noc24_cs65/preview,noc24_cs65,
noc25-cs10,Computer Science and Engineering,Circuit Complexity Theory,Prof. Raghunath Tewari,IIT Kanpur,IIT Kanpur,12 Weeks,Rerun,20 01 2025,11 04 2025,26 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_cs10/preview,noc25_cs10,https://onlinecourses.nptel.ac.in/noc24_cs16/preview,https://onlinecourses.nptel.ac.in/noc24_cs16/preview,noc24_cs16,
noc25-cs11,Computer Science and Engineering,Cloud Computing,Prof. Soumya Kanti Ghosh,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,3 05 2025,27 01 2025,14 02 2025,UG,Elective,Yes,"Programming
Systems",https://onlinecourses.nptel.ac.in/noc25_cs11/preview,noc25_cs11,https://onlinecourses.nptel.ac.in/noc24_cs118/preview,https://onlinecourses.nptel.ac.in/noc24_cs118/preview,noc24_cs118,
noc25-cs12,Computer Science and Engineering,Cloud Computing and Distributed Systems,Prof. Rajiv Misra,IIT Patna,IIT Kanpur,8 Weeks,Rerun,20 01 2025,14 03 2025,22 03 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_cs12/preview,noc25_cs12,https://onlinecourses.nptel.ac.in/noc24_cs09/preview,https://onlinecourses.nptel.ac.in/noc24_cs09/preview,noc24_cs09,
noc25-cs13,Computer Science and Engineering,Compiler Design,Prof. Santanu Chattopadhyay,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,4 05 2025,27 01 2025,14 02 2025,UG,Core,No,Systems,https://onlinecourses.nptel.ac.in/noc25_cs13/preview,noc25_cs13,https://onlinecourses.nptel.ac.in/noc24_cs18/preview,https://onlinecourses.nptel.ac.in/noc24_cs18/preview,noc24_cs18,
noc25-cs14,Computer Science and Engineering,Computational Number Theory and Algebra,Prof. Nitin Saxena,IIT Kanpur,IIT Kanpur,12 Weeks,Rerun,20 01 2025,11 04 2025,27 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_cs14/preview,noc25_cs14,https://onlinecourses.nptel.ac.in/noc22_cs62/preview,https://onlinecourses.nptel.ac.in/noc22_cs62/preview,noc22_cs62,
noc25-cs15,Computer Science and Engineering,Computer Networks And Internet Protocol,"Prof. Soumya Kanti Ghosh
Prof. Sandip Chakraborty",IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,4 05 2025,27 01 2025,14 02 2025,UG/PG,Core,Yes,"Systems
Cyber Security",https://onlinecourses.nptel.ac.in/noc25_cs15/preview,noc25_cs15,https://onlinecourses.nptel.ac.in/noc24_cs19/preview,https://onlinecourses.nptel.ac.in/noc24_cs19/preview,noc24_cs19,
noc25-cs16,Computer Science and Engineering,Cryptography and Network Security,Prof. Sourav Mukhopadhyay,IIT Kharagpur,IIT Kharagpur,12 Weeks,Rerun,20 01 2025,11 04 2025,27 04 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,"Systems
Cyber Security",https://onlinecourses.nptel.ac.in/noc25_cs16/preview,noc25_cs16,https://onlinecourses.nptel.ac.in/noc22_cs90/preview,https://onlinecourses.nptel.ac.in/noc22_cs90/preview,noc22_cs90,
noc25-cs17,Computer Science and Engineering,Data Analytics with Python,Prof. A Ramesh,IIT Roorkee,IIT Roorkee,12 Weeks,Rerun,20 01 2025,11 04 2025,4 05 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,Data Science,https://onlinecourses.nptel.ac.in/noc25_cs17/preview,noc25_cs17,https://onlinecourses.nptel.ac.in/noc24_cs20/preview,https://onlinecourses.nptel.ac.in/noc24_cs20/preview,noc24_cs20,
noc25-cs18,Computer Science and Engineering,Data Base Management System,"Prof. Partha Pratim Das
Prof. Samiran Chattopadhyay",IIT Kharagpur,IIT Kharagpur,8 Weeks,Rerun,20 01 2025,14 03 2025,23 03 2025,27 01 2025,14 02 2025,UG/PG,Core,Yes,Programming,https://onlinecourses.nptel.ac.in/noc25_cs18/preview,noc25_cs18,https://onlinecourses.nptel.ac.in/noc24_cs75/preview,https://onlinecourses.nptel.ac.in/noc24_cs75/preview,noc24_cs75,
noc25-cs19,Computer Science and Engineering,Data Mining,Prof. Pabitra Mitra,IIT Kharagpur,IIT Kharagpur,8 Weeks,Rerun,20 01 2025,14 03 2025,22 03 2025,27 01 2025,14 02 2025,UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc25_cs19/preview,noc25_cs19,https://onlinecourses.nptel.ac.in/noc24_cs22/preview,https://onlinecourses.nptel.ac.in/noc24_cs22/preview,noc24_cs22,
noc25-cs20,Computer Science and Engineering,Data Science for Engineers,"Prof. Ragunathan Rengasamy
Prof. Shankar Narasimhan",IIT Madras,IIT Madras,8 Weeks,Rerun,20 01 2025,14 03 2025,22 03 2025,27 01 2025,14 02 2025,UG/PG,Elective,Yes,"Data Science
Programming",https://onlinecourses.nptel.ac.in/noc25_cs20/preview,noc25_cs20,https://onlinecourses.nptel.ac.in/noc24_cs133/preview,https://onlinecourses.nptel.ac.in/noc24_cs133/preview,noc24_cs133,
